trial_id,tier,primary_cause,is_single_var,attribution,confidence,reasoning,parse_status,correct,consistency_modal,agreement_rate,model,timestamp
107,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-21T18:25:04.544499Z
107,T2,none,False,phi,high,"An overhead camera elevation of ~60 degrees provides limited visibility of the object's vertical surfaces and side features. Many stable grasps require interaction with these side features, and a lack of sufficient perceptual data from this angle can lead to inaccurate object pose estimation or poor grasp point selection, resulting in failure.",json_ok,0,theta,0.6667,gemini-2.5-flash,2026-07-22T08:48:33.923101Z
112,T1,sigma_d+theta,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-21T18:26:18.315829Z
112,T2,sigma_d+theta,False,phi,high,"A low camera elevation angle (~30deg) significantly increases the likelihood of self-occlusion, where parts of the object are hidden from the camera's view. This results in an incomplete or inaccurate 3D point cloud, making it difficult for the robotic system to accurately perceive the object's geometry and plan a successful grasp.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-22T08:49:07.433458Z
114,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-21T18:27:28.878321Z
117,T1,phi+rho+sigma_d,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-21T18:28:36.129323Z
118,T1,rho+sigma_d+theta,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-21T18:29:49.292050Z
120,T1,sigma_d+theta,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-21T18:31:10.314343Z
123,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-21T18:32:31.740130Z
126,T1,phi,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,1,sigma_d,1.0,gemini-2.5-flash,2026-07-21T18:33:56.012349Z
127,T1,phi,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,1,sigma_d,0.6667,gemini-2.5-flash,2026-07-21T18:35:00.496160Z
128,T1,phi,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-21T18:36:26.802888Z
129,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-21T18:37:42.381703Z
130,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.3333,gemini-2.5-flash,2026-07-21T18:39:06.398828Z
131,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,phi,1.0,gemini-2.5-flash,2026-07-21T18:40:24.447250Z
132,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-21T18:41:39.658307Z
133,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-21T18:42:54.680522Z
134,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-21T18:44:20.294527Z
142,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-21T18:45:54.419430Z
143,T1,theta,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-21T18:47:05.480305Z
15,T1,theta,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-21T17:49:28.622250Z
15,T2,theta,True,theta,high,"A camera azimuth of 'rear ~90deg' implies the camera is viewing the object from a side or rear perspective relative to the robot's typical approach. This often results in significant self-occlusion of the object or occlusion by the robot's gripper, leading to an incomplete or inaccurate point cloud of the critical grasp surfaces. The grasp planner then operates on insufficient or misleading geometric information, causing the grasp to fail.",json_ok,1,theta,1.0,gemini-2.5-flash,2026-07-22T08:21:44.867832Z
150,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-21T18:48:19.672299Z
151,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-21T18:49:20.941326Z
152,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-21T18:50:30.827392Z
153,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-21T18:51:38.215618Z
155,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-21T18:53:00.497955Z
156,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-21T18:54:04.045671Z
158,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-21T18:55:27.935566Z
16,T1,theta,True,parse_failure,unknown,,parse_failure,0,sigma_d,1.0,gemini-2.5-flash-preview-05-20,2026-07-21T17:46:39.669922Z
16,T2,theta,True,theta,high,"A camera azimuth of 'rear ~90deg' implies the camera is viewing the object from a side or rear perspective relative to the robot's typical approach. This often results in significant self-occlusion of the object or occlusion by the robot's gripper, leading to an incomplete or inaccurate point cloud of the critical grasp surfaces. The grasp planner then operates on insufficient or misleading geometric information, causing the grasp to fail.",json_ok,1,theta,1.0,gemini-2.5-flash,2026-07-22T08:22:39.127649Z
160,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-21T18:56:43.444141Z
161,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-21T18:58:03.305140Z
166,T1,sigma_d+theta,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-21T18:59:18.028921Z
167,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-21T19:00:40.997976Z
168,T1,theta,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-21T19:01:40.481313Z
170,T1,rho+theta,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-21T19:02:48.470101Z
175,T1,sigma_d,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,1,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T03:20:42.503524Z
176,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T03:22:21.547560Z
177,T1,sigma_d,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T03:23:34.619902Z
178,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T03:24:49.969715Z
179,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T03:25:51.443426Z
18,T1,phi,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-21T17:51:30.282955Z
18,T2,phi,True,sigma_d,medium,"High Gaussian depth noise (sigma_d) directly introduces inaccuracies into the 3D coordinates of the captured points. This leads to an incorrect perception of the object's shape, size, and crucially, its pose. A grasp planner relying on this erroneous information will compute a misaligned grasp pose, causing the robotic arm to fail in grasping the actual object.",json_ok,0,theta,0.6667,gemini-2.5-flash,2026-07-22T08:23:39.905319Z
180,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T03:27:04.435603Z
181,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T03:28:34.791938Z
183,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-22T03:29:40.232212Z
184,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,joint,0.6667,gemini-2.5-flash,2026-07-22T03:30:53.504539Z
186,T1,phi,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,1,sigma_d,1.0,gemini-2.5-flash,2026-07-22T03:32:32.981886Z
187,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T03:33:45.685314Z
188,T1,phi,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,1,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T03:35:16.822753Z
19,T1,phi,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-21T17:52:27.484297Z
19,T2,phi,True,sigma_d,medium,"High Gaussian depth noise (`sigma_d`) directly corrupts the accuracy of the 3D point cloud. This leads to an inaccurate representation of the object's geometry and pose, causing the grasp planner to target incorrect locations or misjudge object boundaries, resulting in grasp failure. The given camera angles are generally reasonable, making data quality issues more likely.",json_ok,0,theta,0.6667,gemini-2.5-flash,2026-07-22T08:25:01.421920Z
192,T1,phi+rho+theta,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T03:36:42.246719Z
193,T1,sigma_d+theta,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T03:37:53.620196Z
194,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T03:39:08.203421Z
195,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T03:40:22.781240Z
196,T1,theta,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-22T03:41:26.808477Z
197,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T03:42:49.398362Z
2,T1,phi+rho+sigma_d+theta,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-21T17:48:28.644055Z
2,T2,phi+rho+sigma_d+theta,False,phi,high,"A low camera elevation angle (~30deg) significantly increases the likelihood of self-occlusion or occlusion by the supporting surface. This results in an incomplete point cloud, missing crucial geometric information necessary for the grasp planner to identify and execute a stable grasp.",json_ok,0,phi,1.0,gemini-2.5-flash,2026-07-22T08:20:50.940760Z
20,T1,phi,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,1,sigma_d,1.0,gemini-2.5-flash,2026-07-21T17:53:53.231018Z
20,T2,phi,True,sigma_d,medium,"High Gaussian depth noise (`sigma_d`) directly corrupts the accuracy of the 3D point cloud. This leads to an inaccurate representation of the object's geometry and pose, causing the grasp planner to target incorrect locations or misjudge object boundaries, resulting in grasp failure. The given camera angles are generally reasonable, making data quality issues more likely.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-22T08:26:15.055081Z
201,T1,sigma_d,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,1,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T03:44:09.336983Z
203,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T03:45:26.575305Z
204,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T03:46:45.582391Z
205,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T03:47:52.890955Z
206,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T03:49:08.458834Z
207,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T03:50:21.974298Z
